번호,장소,지역,주소,구분,위도,경도,전화번호
263,청호정펜션,영월,강원 영월군 영월읍 선돌길 249,숙박,37.19196437,128.4295235,
264,큐브존 캠핑&펜션,영월,강원 영월군 한반도면 한반도로 794-14,숙박,37.23187464,128.3471724,
265,탑스텐리조트 동강시스타,영월,강원 영월군 영월읍 사지막길 160,숙박,37.21776152,128.5187442,033-905-2000
266,하얀여울캠프,영월,강원 영월군 무릉도원면 무릉법흥로 932,숙박,37.34028551,128.2805875,
267,한반도 솔숲쉼터,영월,강원 영월군 한반도면 서강로 1159-93,숙박,37.25103487,128.3687393,033-375-7935
268,카페 보름월,영월,강원 영월군 영월읍 분수대길 64,식음료,37.18060974,128.4651619,
269,카페뮤지스,영월,강원 영월군 영월읍 은행나무길 90 카페뮤지스,식음료,37.17838881,128.4626852,
270,별빛반려견 놀이터,영월,강원 영월군 남면 연당로 61,체험,37.18666627,128.4063322,
271,카페 보름월,영월,강원 영월군 영월읍 분수대길 64,체험,37.1806088,128.4651649,
272,반계리 은행나무,원주,강원 원주시 문막읍 반계리 1495-1,관광지,37.29420807,127.7884224,033-737-5114
273,아름들 반려견쉼터,원주,강원 원주시 흥업면 흥업리 222,관광지,37.29566456,127.9251417,033-737-4443
274,행구수변공원,원주,강원 원주시 행구로 362,관광지,37.34238325,127.996726,033-742-2111
275,강원동물병원,원주,강원 원주시 평원로 67 (중앙동),동물병원,37.35153381,127.9501657,
276,그린종합동물병원,원주,강원 원주시 행구로 44 (개운동),동물병원,37.34130003,127.9607952,033-762-9882
277,누리종합동물병원,원주,강원 원주시 서원대로 408 광장빌딩,동물병원,37.32997444,127.9500238,033-761-0167
278,늘푸른종합동물병원,원주,강원 원주시 만대로 15,동물병원,37.34171866,127.9238389,033-747-7585
279,두루동물병원,원주,"강원 원주시 만대로 166, 102호 (무실동)",동물병원,37.33367294,127.9223465,033-744-6722
280,로얄종합동물병원,원주,강원 원주시 남원로 655 (명륜동),동물병원,37.34136461,127.9534378,033-766-7230
281,마루종합동물병원,원주,"강원 원주시 무실로 182, 106호 (단계동)",동물병원,37.34144323,127.9392853,033-742-7582
282,문막동물병원,원주,"강원 원주시 문막읍 구암길 7, 1층",동물병원,37.31829776,127.8291363,
283,바른 정 동물병원,원주,강원 원주시 치악로 1639 1층,동물병원,37.32918517,127.9593363,
284,반곡동 작은동물병원,원주,강원 원주시 오리현길 22,동물병원,37.33904542,127.9683703,033-747-0075
285,삼성종합동물병원,원주,강원 원주시 현충로 278,동물병원,37.37828562,127.9494881,033-732-1275
286,샘마루동물병원,원주,"강원 원주시 지정면 신지정로 153-46, 1층",동물병원,37.37488138,127.8809649,033-747-5002
287,에스동물병원,원주,강원 원주시 지정면 조엄로 397 215동 1층,동물병원,37.37526613,127.8693334,
288,열린동물병원,원주,강원 원주시 만대공원길 8-10,동물병원,37.33714674,127.9288536,033-743-6466
289,원주24시스카이동물메디컬센터,원주,강원 원주시 서원대로 502 골드프라자,동물병원,37.32494362,127.9583035,
290,원주더봄동물의료센터,원주,강원 원주시 시청로 528 1층,동물병원,37.31518528,127.9660332,
291,원주동물병원,원주,강원 원주시 천사로 79,동물병원,37.34756897,127.9336014,033-743-8882
292,제일동물병원,원주,강원 원주시 평원로 27 (중앙동),동물병원,37.34906221,127.9524497,033-745-5125
293,조은 동물병원,원주,"강원 원주시 로아노크로 8, 1층 (단계동)",동물병원,37.34397865,127.9272121,033-742-8475
294,중앙가축병원 원주대리점,원주,강원 원주시 한지공원길 212,동물병원,37.3383379,127.9318154,033-735-1482
295,키다리아저씨동물병원,원주,강원 원주시 양지뜰4길 17 1층,동물병원,37.3274917,127.984307,033-813-0212
296,패밀리동물병원,원주,강원 원주시 봄마중길 2-4,동물병원,37.3255392,127.9812413,033-743-8119
297,해든동물병원,원주,"강원 원주시 천매봉길 21, 1층 (단구동)",동물병원,37.32203196,127.9437853,033-762-9944
298,행복드림동물병원,원주,강원 원주시 천사로 23-17,동물병원,37.34980571,127.9276904,033-744-7585
299,현대동물병원,원주,"강원 원주시 지정면 신지정로 153-15, 1층",동물병원,37.3738171,127.879612,
300,혜인종합동물병원,원주,강원 원주시 나비허리길 60 (단구동),동물병원,37.32330573,127.9587542,033-766-1475
301,비안단테펜션 원주점,원주,강원 원주시 부론면 부론로 285-5,숙박,37.18083896,127.7579545,
302,솔치송어파티펜션,원주,강원 원주시 신림면 솔치안길 91,숙박,37.26869471,128.1999276,033-764-1506
303,오크카운티펜션,원주,강원 원주시 지정면 구재로 352-4,숙박,37.41347341,127.8040842,
304,유알풀빌라펜션,원주,강원 원주시 지정면 지정로 912-1,숙박,37.35812207,127.8000348,
305,지니의캠프펜션,원주,강원 원주시 지정면 장지길 69-22,숙박,37.36945537,127.811536,
306,하이봉자,원주,강원 원주시 소초면 황골로 269-23,숙박,37.3759722,127.9989801,
307,호텔인터불고 원주,원주,강원 원주시 동부순환로 200 호텔인터불고 원주,숙박,37.33272787,127.9744755,033-769-8114
308,SEIZEON,원주,강원 원주시 양지뜰4길 1-2,식음료,37.32731976,127.9824137,
309,개고생,원주,강원 원주시 천매봉길 20-9,식음료,37.32289615,127.9440522,
310,뚜띠네 과자점,원주,강원 원주시 소삼터길 10-14,식음료,37.34569809,127.9355006,033-735-9984
311,루체,원주,강원 원주시 판부면 매봉길 16-4 1층,식음료,37.32113709,127.9424283,033-766-0216
312,빵공장 라뜰리에 김가 원주점,원주,강원 원주시 행구로 314,식음료,37.34292243,127.9906741,
313,사니다카페,원주,강원 원주시 호저면 칠봉로 109-128,식음료,37.40696686,127.9143824,
314,사진정원,원주,강원 원주시 소초면 황골로 426,식음료,37.36471217,128.0065253,
315,아기사자,원주,강원 원주시 지정면 오얏길 56,식음료,37.33771837,127.846952,
316,카페도즈오프,원주,강원 원주시 신림면 신림황둔로 1060,식음료,37.25388757,128.1768519,
317,크렘미엘,원주,강원 원주시 화실건너들길 22,식음료,37.34513121,127.9816619,
318,펫타운애견카페,원주,강원 원주시 판부면 치악로 1071,식음료,37.28836593,127.9947534,
319,화이트클라우드,원주,강원 원주시 판부면 백운정윗길 27,식음료,37.28883077,127.9375892,033-765-0999
320,횡성고향한우,원주,강원 원주시 지정면 질마재로 49,식음료,37.35020892,127.87782,
321,D마트약국,원주,강원 원주시 천사로 50,약국,37.34756496,127.9309771,033-746-0114
322,가온약국,원주,강원 원주시 양지로 26,약국,37.32459014,127.9816051,
323,건약국,원주,강원 원주시 지정면 신지정로 216,약국,37.37502626,127.8730428,033-748-9520
324,구곡시장약국,원주,강원 원주시 남원로534번길 14,약국,37.33076704,127.9481379,033-761-4827
325,금빛누리약국,원주,강원 원주시 지정면 신지정로 190,약국,37.37431199,127.8758645,033-742-5458
326,기독약국,원주,강원 원주시 무실로 14,약국,37.34860098,127.9485832,033-742-0346
327,기업도시여니약국,원주,강원 원주시 지정면 신지정로 322-1,약국,37.38238824,127.8732108,033-747-0206
328,다나약국,원주,강원 원주시 봉화로 22,약국,37.34624499,127.9287658,033-766-3939
329,다온약국,원주,강원 원주시 혁신로 55 골든스퀘어,약국,37.32344298,127.9804324,033-733-4091
330,단비약국,원주,강원 원주시 지정면 신지정로 266,약국,37.37853746,127.8705849,033-748-7288
331,대학약국,원주,강원 원주시 일산초교길 37,약국,37.34775913,127.9433731,033-735-7588
332,더조은약국,원주,강원 원주시 양지로4,약국,37.32540759,127.978856,033-734-6059
333,도담온누리약국,원주,강원 원주시 오리현길 16-9,약국,37.33866789,127.9677886,033-747-4709
334,동아단골약국,원주,강원 원주시 치악로 1791,약국,37.34206276,127.9550723,033-766-5575
335,동해약국,원주,강원 원주시 중앙로 6,약국,37.34560891,127.9547921,033-766-6603
336,드림약국,원주,강원 원주시 모란1길 70,약국,37.36174729,127.9332742,033-732-7582
337,땅콩약국,원주,강원 원주시 북원로 2235-4,약국,37.34565706,127.9322177,033-733-8007
338,라성약국,원주,강원 원주시 단구로 392,약국,37.32195604,127.9558473,033-764-5110
339,만종대형약국,원주,강원 원주시 호저면 원문로 631,약국,37.35361177,127.8999591,033-731-1365
340,메가센트럴약국,원주,강원 원주시 양지로 80,약국,37.32796345,127.9862009,
341,메디팜 이화약국,원주,강원 원주시 능라동길 59,약국,37.33442353,127.9308177,033-901-2677
342,무실하늘약국,원주,강원 원주시 시청로 72,약국,37.33729999,127.9267413,
343,무지개약국,원주,강원 원주시 원문로 106,약국,37.35702211,127.9355541,033-742-5500
344,문화약국,원주,강원 원주시 중앙로 86,약국,37.34889392,127.9517986,033-744-0405
345,밝은약국,원주,강원 원주시 시청로 86,약국,37.33618063,127.9278276,033-743-5466
346,백두산약국,원주,강원 원주시 일산로 23,약국,37.34904745,127.9472639,033-764-6029
347,백세약국,원주,강원 원주시 왕건로 81 동화빌딩,약국,37.32673058,127.8290964,033-735-3665
348,보당약국,원주,강원 원주시 서원대로 507,약국,37.32511457,127.9593993,033-761-3150
349,보령약국,원주,강원 원주시 평원로 76,약국,37.35196273,127.9502839,
350,브로콜리약국,원주,강원 원주시 양지로 50,약국,37.32610293,127.9841197,
351,상도약국,원주,강원 원주시 서원대로 383,약국,37.33199419,127.9485671,
352,새별약국,원주,강원 원주시 무실로12번길 24 1층,약국,37.34964917,127.948317,
353,서울약국,원주,강원 원주시 흥업면 남원로 57,약국,37.30142748,127.9192676,033-762-3330
354,성수약국,원주,강원 원주시 능라동길 35,약국,37.33376288,127.9285288,033-742-7576
355,세종약국,원주,강원 원주시 능라동길 27,약국,37.33330668,127.9280503,
356,손약국,원주,강원 원주시 원일로 113-1,약국,37.34976908,127.9484528,033-731-3090
357,수별온누리약국,원주,강원 원주시 로아노크로 74,약국,37.33895164,127.9234541,033-763-1781
358,스카이약국,원주,강원 원주시 지정면 신지정로 316-2,약국,37.38202526,127.8729252,033-747-9405
359,신림약국,원주,강원 원주시 신림면 치악로9,약국,37.22955742,128.0814609,033-762-5058
360,아리시장약국,원주,강원 원주시 무실로 182,약국,37.34145438,127.9392644,033-747-7515
361,아이약국,원주,강원 원주시 지정면 신지정로 322,약국,37.38249724,127.8723832,
362,아침약국,원주,강원 원주시 단구로 394,약국,37.32185202,127.95573,033-763-3434
363,알파약국,원주,강원 원주시 만대공원길 59,약국,37.33943964,127.9246964,033-745-3555
364,예쁜약국,원주,강원 원주시 시청로 96,약국,37.3361835,127.9284838,
365,예원약국,원주,강원 원주시 치악로 2031-1,약국,37.36132034,127.9603722,
366,예주약국,원주,강원 원주시 시청로 36,약국,37.33920106,127.9236347,033-747-3819
367,온누리바다약국,원주,강원 원주시 북원로 2698,약국,37.38428564,127.9477291,033-742-4146
368,우리동네약국,원주,강원 원주시 입춘로 110,약국,37.32338304,127.9816629,033-733-1668
369,우리메디컬약국,원주,강원 원주시 능라동길 51,약국,37.33483954,127.9301505,033-744-8877
370,원약국,원주,강원 원주시 나비허리길 169,약국,37.31849976,127.9658715,033-765-6953
371,원주대형약국,원주,강원 원주시 호저면 원문로 691,약국,37.34992797,127.8972754,033-733-1065
372,원주제일큰약국,원주,강원 원주시 서곡리 419-8,약국,37.3234199,127.9373436,033-761-1890
373,유약국,원주,강원 원주시 치악로 1504,약국,37.31911475,127.9671874,033-761-5718
374,유한약국,원주,강원 원주시 예술관길 28,약국,37.33301067,127.9418491,033-763-0097
375,이마트윤약국,원주,강원 원주시 북원로 1928,약국,37.32067148,127.9190475,033-743-7199
376,이화약국,원주,강원 원주시 시청로 84 1층,약국,37.33638216,127.9280723,033-735-9747
377,이화햇살약국,원주,강원 원주시 현충로 58번길 28,약국,37.36130551,127.9574004,
378,일산서진약국,원주,강원 원주시 원일로 115번길 5,약국,37.34956938,127.948008,033-746-8081
379,장생약국,원주,강원 원주시 봉화로 27,약국,37.34695336,127.9282606,033-746-8740
380,장양리 영진약국,원주,강원 원주시 소초면 장막 2길 18,약국,37.41145639,127.9587272,033-734-9907
381,정문가까운약국,원주,강원 원주시 서원대로 383,약국,37.33199419,127.9485671,033-763-0230
382,정문프라자약국,원주,강원 원주시 서원대로 383,약국,37.33199419,127.9485671,033-766-2158
383,정심약국,원주,강원 원주시 문막읍 문막시장 1길,약국,37.30553542,127.8160303,
384,제일편한약국,원주,강원 원주시 흥업면 북원로 1412-11,약국,37.27725407,127.9082044,033-763-8886
385,주차편한약국,원주,강원 원주시 일산로 7,약국,37.34996892,127.9462713,033-742-2219
386,진약국,원주,강원 원주시 단구로 353,약국,37.32439212,127.9584257,033-764-7575
387,참약국,원주,강원 원주시 중앙로 86,약국,37.34889392,127.9517986,033-900-5093
388,참조은약국,원주,강원 원주시 행구로 148,약국,37.34171487,127.9725133,033-735-1724
389,치악산약국,원주,강원 원주시 소초면 북원로 3112,약국,37.4191743,127.9633073,033-735-3777
390,큰사랑약국,원주,강원 원주시 서원대로 402,약국,37.33047007,127.9493526,033-762-1994
391,튼튼약국,원주,강원 원주시 시청로 98,약국,37.33595282,127.9287509,033-742-4388
392,팜스토리약국,원주,강원 원주시 치악로 1489,약국,37.31772069,127.9673132,
393,프라자건강약국,원주,강원 원주시 능라동길 70,약국,37.33379983,127.9302021,033-734-9570
394,한아람약국,원주,강원 원주시 남원로 528-31 신세계프라자,약국,37.33113089,127.9471459,033-761-2847
395,함께약국,원주,강원 원주시 소초면 송황유사길 3,약국,37.38161877,127.974187,033-734-7589
396,행복약국,원주,강원 원주시 시청로 70,약국,37.33736922,127.926414,033-742-5875
397,허브약국,원주,강원 원주시 봉화로 1,약국,37.34573027,127.9276496,033-744-0379
398,혁신중앙약국,원주,강원 원주시 혁신로 19,약국,37.32503859,127.9770517,033-733-1121
399,홍약국,원주,강원 원주시 원문로 143,약국,37.35529761,127.9327476,
400,휴베이스 센트럴약국,원주,강원 원주시 모래내길 47-3,약국,37.35251981,127.9339612,033-733-3773
401,흥업온누리약국,원주,강원 원주시 남원로 76,약국,37.30283175,127.9203158,033-764-9424
402,반려견쉼터 아름들,원주,강원 원주시 흥업면 흥업리 222,체험,37.29566456,127.9251417,033-737-4443
403,유알컬처파크,원주,강원 원주시 지정면 지정로 912,체험,37.35850211,127.8023091,
404,저스트도그,원주,강원 원주시 행구로 357,체험,37.34395696,127.9955555,
405,고려동물병원,인제,강원 인제군 북면 예술인촌길 57,동물병원,38.14396982,128.2530566,033-462-5777
406,인제종합동물병원,인제,강원 인제군 인제읍 비봉로44번길 70,동물병원,38.06192532,128.1682389,033-461-3960
407,합강동물병원,인제,강원 인제군 인제읍 인제로 227,동물병원,38.07068965,128.1751331,033-463-9713
408,라이프위드도그,인제,강원 인제군 인제읍 자작나무숲길 1112,숙박,38.00155883,128.2316881,
409,러빙네이쳐 캠핑장,인제,강원 인제군 남면 설악로 1129 러빙네이쳐캠핑장,숙박,38.00149385,128.1156544,
410,맑은물리조트,인제,강원 인제군 기린면 내린천로 4723,숙박,37.9795851,128.2997608,033 463 8703
411,미산분교캠핑장,인제,강원 인제군 상남면 내린천로 1622,숙박,37.87105658,128.3182445,
412,반디하우스,인제,강원 인제군 상남면 내린천로 2355,숙박,37.87627874,128.2715919,
413,방태산솔마루오토캠핑장,인제,강원 인제군 기린면 방태산길 122-6 (방동리260),숙박,37.93934055,128.3813936,
414,보리네민박,인제,강원 인제군 인제읍 자작나무숲길 1061-2,숙박,38.00382384,128.2271287,
415,인제스피디움,인제,강원 인제군 기린면 상하답로 130,숙박,38.00260361,128.2953846,
416,견로당,인제,강원 인제군 인제읍 자작나무숲길 1061-5,식음료,38.00390854,128.2267036,
417,인더가든,인제,강원 인제군 남면 삼팔선로 2115,식음료,37.96753479,128.0777204,033-461-6248
418,카사데인제,인제,강원 인제군 남면 신남로 17-93,식음료,37.96077911,128.0720259,
419,카페 하추리,인제,강원 인제군 인제읍 하추로 187,식음료,38.01962892,128.2817802,033-461-4481
420,인제빙어축제,인제,강원 인제군 인제읍 비봉로44번길 100,체험,38.06066823,128.1649537,033-460-8954
421,민둥산,정선,강원 정선군 남면 민둥산로 4,관광지,37.25420589,128.7802605,
422,아라리공원,정선,강원 정선군 정선읍 봉양리 113,관광지,37.3787716,128.6662609,
423,아우라지,정선,강원 정선군 여량면 여량리 201-2,관광지,37.47387553,128.7231114,
424,하이원리조트 하늘길,정선,강원 정선군 고한읍 고한7길 399,관광지,37.17423577,128.8425632,
425,다나동물병원,정선,강원 정선군 정선읍 비봉로 46,동물병원,37.38110271,128.6631592,033-563-6563
426,365행복펜션,정선,강원 정선군 북평면 장열길 83-2,숙박,37.45649671,128.6831334,
427,그랜드 인투라온 호텔 정선,정선,강원 정선군 사북읍 사북리 354-32,숙박,37.22671758,128.8123856,
428,또바기콘도,정선,강원 정선군 남면 덕만길 5-19,숙박,37.2636234,128.7966475,
429,락있수다테마펜션,정선,강원 정선군 화암면 소금강로 2188 락있수다펜션,숙박,37.28982092,128.8402745,
430,러브팩토리,정선,강원 정선군 남면 광락로 519,숙박,37.31958771,128.6796876,
431,메이플펜션,정선,강원 정선군 남면 자뭇골길 206,숙박,37.24544553,128.7613138,
432,메이힐스리조트,정선,강원 정선군 고한읍 물한리길 8,숙박,37.21149569,128.8352513,033-590-1000
433,정선황토펜션,정선,강원 정선군 정선읍 병방치길 35-18 정선황토펜션,숙박,37.37525603,128.6459859,
434,파인트리캠핑장,정선,강원 정선군 남면 광락로 349-30,숙박,37.31613816,128.6937205,
435,프로방스 펜션,정선,강원 정선군 남면 자뭇골길 212,숙박,37.24513849,128.7606051,
436,하이원 펫클럽,정선,강원 정선군 하이원길 424 힐콘도 D동,숙박,37.20722138,128.8368354,
437,하이원리조트,정선,강원 정선군 고한읍 하이원길 424,숙박,37.20721956,128.8368362,
438,하이하늘펜션,정선,강원 정선군 고한읍 고토일길 275,숙박,37.22169453,128.8628203,
439,정선 레일바이크,정선,강원 정선군 여량면 노추산로 745,체험,37.5170461,128.7304317,033-563-8787
440,정선 병방치 스카이워크,정선,강원 정선군 정선읍 병방치길 225,체험,37.36235936,128.6354266,033-563-4100
441,고석정,철원,강원 철원군 동송읍 태봉로 1825,관광지,38.18542141,127.2874037,033-450-5558
442,노동당사,철원,강원 철원군 철원읍 금강산로 265,관광지,38.25520176,127.2020009,033-450-5520
443,은하수교,철원,강원 철원군 동송읍 장흥리 725-12,관광지,38.20025939,127.2775433,033-450-5365
444,직탕폭포,철원,강원 철원군 동송읍 장흥리 직탕폭포,관광지,38.20067028,127.2710318,033-450-5534
445,동주동물병원,철원,강원 철원군 동송읍 이평2로 17,동물병원,38.20683113,127.2212374,033-455-7518
446,문혜동물병원,철원,강원 철원군 갈말읍 명성로 279,동물병원,38.15635794,127.3089982,033-452-5894
447,성일동물병원,철원,강원 철원군 동송읍 금학로 182,동물병원,38.2052692,127.2203016,033-455-8943
448,와수대화동물병원,철원,강원 철원군 서면 와수1로 7-1,동물병원,38.23775994,127.4365305,033-458-4558
449,튼튼동물병원,철원,강원 철원군 갈말읍 문혜리 681-16,동물병원,38.17861259,127.3286521,033-452-9124
450,가산농원캠핑장,철원,강원 철원군 갈말읍 상사로 377,숙박,38.22409963,127.2657242,033-452-9995
451,마운틴밸리펜션,철원,강원 철원군 동송읍 담터길 174,숙박,38.15224046,127.2042692,033-455-5596
452,별비내리는마을펜션,철원,강원 철원군 갈말읍 직탕길 26,숙박,38.2079295,127.2707287,
453,케렌시아펜션,철원,강원 철원군 동송읍 창동로 2282 펜션,숙박,38.18290052,127.2764054,033-456-0303
454,학마을캠핑장,철원,강원 철원군 동송읍 도피동길 72-1,숙박,38.23609437,127.2211165,
455,eden 에덴,철원,강원 철원군 갈말읍 순담길 43,식음료,38.16867121,127.3022419,033-452-7304
456,소이온정,철원,강원 철원군 갈말읍 명성로125번길 7 소이온정,식음료,38.14254608,127.3066095,
457,와수리커피,철원,강원 철원군 서면 아리랑로37번길 19,식음료,38.24384495,127.4397968,
458,인경 화이트하우스,철원,강원 철원군 갈말읍 두루미로 118,식음료,38.18661715,127.3193848,
459,철든오빠,철원,"강원 철원군 갈말읍 명성로 151 1층, 오른쪽 입구",식음료,38.14520475,127.3077003,
460,카페 카테고리,철원,강원 철원군 동송읍 북원로 1388,식음료,38.20677673,127.2296291,
461,카페 프로방스,철원,강원 철원군 갈말읍 순담길 299,식음료,38.18568908,127.3004274,
462,카페공간,철원,강원 철원군 갈말읍 직탕길 26,식음료,38.20792579,127.2707319,
463,쿠치나,철원,강원 철원군 서면 와수로110번안길 43,식음료,38.23714903,127.4382294,033-455-5425
464,핑크깡통,철원,강원 철원군 서면 금강로 7651,식음료,38.20173749,127.421172,033-458-0014
465,강아지숲 테마파크,춘천,강원 춘천시 남산면 충효로 437,관광지,37.73643502,127.6620202,033-913-1400
466,경강 레일바이크,춘천,강원 춘천시 남산면 서백길 57,관광지,37.84274539,127.5509472,033-245-1002
467,공지천조각공원,춘천,강원 춘천시 옛경춘로 880,관광지,37.87324516,127.7126624,033-250-3089
468,구곡폭포,춘천,강원 춘천시 남산면 강촌구곡길 254 (우)200-912,관광지,37.79703294,127.6158514,033-250-3569
469,김유정역 폐역,춘천,강원 춘천시 신동면 김유정로 1435,관광지,37.81963261,127.7166169,033-261-7780
470,남이섬,춘천,강원 춘천시 남산면 남이섬길 1,관광지,37.79012495,127.5261287,
471,소양강댐,춘천,강원 춘천시 신샘밭로 1128,관광지,37.94879981,127.8151019,033-242-2455
472,춘천댐,춘천,강원 춘천시 서면 오월리 춘천댐,관광지,37.96558831,127.6398848,033-245-2211
473,AK동물병원,춘천,강원 춘천시 중앙로 127,동물병원,37.87594317,127.7210824,033-242-2112
474,고려동물병원,춘천,강원 춘천시 안마산로 189,동물병원,37.85107671,127.7353155,033-264-9975
475,광장동물병원,춘천,강원 춘천시 춘천로 188,동물병원,37.8762757,127.735269,033-242-8075
476,닥터각동물병원,춘천,강원 춘천시 퇴계동 171-5,동물병원,37.85396429,127.7377927,033-261-2524
477,땡큐동물병원,춘천,강원 춘천시 영서로 2755-1,동물병원,37.89938897,127.728103,033-255-7582
478,리본동물의료센터,춘천,강원 춘천시 남춘천새길 4,동물병원,37.86055394,127.7341381,
479,봄내동물병원,춘천,강원 춘천시 퇴계로 221,동물병원,37.85640704,127.7430991,033-262-9070
480,소망동물병원,춘천,강원 춘천시 영서로 2293,동물병원,37.86548293,127.720062,033-251-6577
481,우리동물병원,춘천,강원 춘천시 동내면 춘천순환로 70,동물병원,37.85534539,127.751658,033-263-7502
482,품속동물병원,춘천,강원 춘천시 안마산로 97,동물병원,37.85506319,127.726515,
483,하나동물병원,춘천,강원 춘천시 춘천로 287-1,동물병원,37.88106006,127.7450038,033-243-7511
484,현대동물병원,춘천,강원 춘천시 춘천로 267,동물병원,37.88002758,127.7429682,033-256-7582
485,강촌잠빌펜션,춘천,강원 춘천시 남산면 강촌로 250,숙박,37.79759514,127.6392088,
486,남이섬 설리조트,춘천,강원 춘천시 남산면 서백길 707-4,숙박,37.79579437,127.5822647,
487,남이섬 호텔정관루,춘천,강원 춘천시 남산면 남이섬길 1,숙박,37.79012495,127.5261287,031-580-8000
488,노아스펜션,춘천,강원 춘천시 남산면 검봉산길 35,숙박,37.82272894,127.6149987,
489,도그앤스테이 애견펜션,춘천,강원 춘천시 남산면 갯골길 10-13,숙박,37.8018153,127.6363555,
490,리버웍펜션,춘천,강원 춘천시 남산면 북한강변길 840,숙박,37.8286875,127.6044028,033-262-9601
491,비다펠리스,춘천,강원 춘천시 남산면 서백길 701,숙박,37.79597189,127.5815832,
492,비안단테펜션 춘천점,춘천,강원 춘천시 서면 금산2길 22-4,숙박,37.9024981,127.700182,
493,수한예,춘천,강원 춘천시 동면 하일길 197,숙박,37.90500504,127.7536696,
494,쏠리오,춘천,강원 춘천시 남산면 서천길 117,숙박,37.84444384,127.542136,
495,아름다운집,춘천,강원 춘천시 남산면 북한강변길 826,숙박,37.82891519,127.6028694,
496,춘천숲자연휴양림캠핑장,춘천,강원 춘천시 동산면 종자리로 224-104,숙박,37.7477368,127.7424875,033-264-1156
497,해피리버펜션,춘천,강원 춘천시 남산면 홍천강변길 410,숙박,37.6828358,127.6497104,
498,헤이춘천,춘천,강원 춘천시 남춘로 49,숙박,37.86535614,127.7321769,033-243-5566
499,Cafe 8mm,춘천,강원 춘천시 신동면 모오리길 47-28,식음료,37.82232826,127.7037905,
500,감자밭,춘천,강원 춘천시 신북읍 신샘밭로 674,식음료,37.92959097,127.7845168,
501,감자아일랜드 온의점,춘천,강원 춘천시 방송길 77 상가동 1층 1310호,식음료,37.86929709,127.7211693,
502,강산숯불닭갈비막국수,춘천,강원 춘천시 신북읍 신샘밭로 621,식음료,37.9305137,127.7785203,
503,고목,춘천,강원 춘천시 남산면 남이섬길 1 (남이섬 중앙 잣나무길 중간),식음료,37.79012495,127.5261287,
504,구스범스,춘천,강원 춘천시 우묵들길 8,식음료,37.86500166,127.7236316,
505,금베이숲,춘천,강원 춘천시 동면 금베이길 61-90 1층,식음료,37.87780963,127.7842406,
506,남이섬 섬향기,춘천,강원 춘천시 남산면 남이섬길 1,식음료,37.79012495,127.5261287,
507,남이섬 스윙까페 &amp; 베이커리,춘천,강원 춘천시 남산면 남이섬길 1,식음료,37.79012495,127.5261287,031-580-8020
508,닥터빈스,춘천,강원 춘천시 서면 박사로 976,식음료,37.90170926,127.6970224,
509,단우물카페,춘천,강원 춘천시 신북읍 신북로 323 단우물카페,식음료,37.95283265,127.7463275,
510,도그스테이블,춘천,강원 춘천시 안마산로 294-30,식음료,37.84389915,127.7454031,
511,레인코브,춘천,강원 춘천시 소양고개길 17-1,식음료,37.88432886,127.7253033,
512,마론과자점,춘천,"강원 춘천시 후석로 449, 1층",식음료,37.88920101,127.7419823,
513,발바닥 애견카페,춘천,강원 춘천시 동내면 거두길 26,식음료,37.86075813,127.7624834,
514,사농동334,춘천,강원 춘천시 영서로 2949-13,식음료,37.91522622,127.7202745,
515,샘토명물닭갈비,춘천,강원 춘천시 신북읍 신샘밭로 729,식음료,37.93136017,127.7903766,
516,세계주류마켓,춘천,강원 춘천시 동내면 순환대로 632,식음료,37.83984386,127.7621803,
517,솔길따라,춘천,강원 춘천시 동면 도토골길 62,식음료,37.8825971,127.772977,
518,쉬러와,춘천,강원 춘천시 신북읍 지내고탄로 246,식음료,37.95182749,127.7309014,
519,스노우,춘천,강원 춘천시 동면 금옥길 132,식음료,37.91680754,127.7957754,033-255-9066
520,슬로우데이,춘천,강원 춘천시 신북읍 배후령1길 70,식음료,37.9373547,127.7772453,
521,신북커피,춘천,강원 춘천시 신북읍 신샘밭로 622-7 신북커피,식음료,37.9296128,127.7788168,
522,어반그린,춘천,강원 춘천시 서면 박사로 732,식음료,37.88437077,127.683179,
523,에를레프니스,춘천,강원 춘천시 동면 만천로 84,식음료,37.88063553,127.7652301,
524,예당앤다울펫,춘천,강원 춘천시 신북읍 신북로 153,식음료,37.93926477,127.7514163,
525,예와생스튜디오카페,춘천,강원 춘천시 동면 가산로 186-5,식음료,37.92083812,127.7822099,
526,오프디,춘천,강원 춘천시 충혼길44번길 22-1,식음료,37.86195958,127.7190861,
527,와이어드커피,춘천,강원 춘천시 동내면 순환대로 632 1층,식음료,37.83984386,127.7621803,
528,유기농카페,춘천,강원 춘천시 신북읍 지내고탄로 184,식음료,37.94628073,127.7303906,
529,이르레,춘천,강원 춘천시 동면 금베이길 63,식음료,37.87620725,127.7854682,
530,인디언독,춘천,강원 춘천시 동면 만천양지길 147-1,식음료,37.89015646,127.7695938,033-253-2250
531,준독라운지,춘천,강원 춘천시 효자로150번길 11-1,식음료,37.87596158,127.7365618,033-254-0045
532,즐거운하루숯불생고기,춘천,강원 춘천시 세실로 100-32,식음료,37.86591971,127.7618478,033-261-6655
533,초이랑,춘천,강원 춘천시 신북읍 배후령길 11,식음료,37.93093459,127.7816213,033-252-5556
